Series ID,Year,Period,Label,Value,3-Month % Change
APU0000708111,2019,M09,2019 Sep,1.383,15.0
APU0000708111,2019,M10,2019 Oct,1.282,3.1
APU0000708111,2019,M11,2019 Nov,1.405,15.3
APU0000708111,2019,M12,2019 Dec,1.535,11.0
APU0000708111,2020,M01,2020 Jan,1.461,14.0
APU0000708111,2020,M02,2020 Feb,1.449,3.1
APU0000708111,2020,M03,2020 Mar,1.525,-0.7
APU0000708111,2020,M04,2020 Apr,2.019,38.2
APU0000708111,2020,M05,2020 May,1.640,13.2
APU0000708111,2020,M06,2020 Jun,1.554,1.9
APU0000708111,2020,M07,2020 Jul,1.401,-30.6
APU0000708111,2020,M08,2020 Aug,1.328,-19.0
APU0000708111,2020,M09,2020 Sep,1.353,-12.9
APU0000708111,2020,M10,2020 Oct,1.408,0.5
APU0000708111,2020,M11,2020 Nov,1.450,9.2
APU0000708111,2020,M12,2020 Dec,1.481,9.5
APU0000708111,2021,M01,2021 Jan,1.466,4.1
APU0000708111,2021,M02,2021 Feb,1.597,10.1
APU0000708111,2021,M03,2021 Mar,1.625,9.7
APU0000708111,2021,M04,2021 Apr,1.620,10.5
APU0000708111,2021,M05,2021 May,1.625,1.8
APU0000708111,2021,M06,2021 Jun,1.642,1.0
APU0000708111,2021,M07,2021 Jul,1.642,1.4
APU0000708111,2021,M08,2021 Aug,1.709,5.2
APU0000708111,2021,M09,2021 Sep,1.835,11.8
APU0000708111,2021,M10,2021 Oct,1.821,10.9
APU0000708111,2021,M11,2021 Nov,1.718,0.5
APU0000708111,2021,M12,2021 Dec,1.788,-2.6
APU0000708111,2022,M01,2022 Jan,1.929,5.9
APU0000708111,2022,M02,2022 Feb,2.005,16.7
APU0000708111,2022,M03,2022 Mar,2.046,14.4
APU0000708111,2022,M04,2022 Apr,2.520,30.6
APU0000708111,2022,M05,2022 May,2.863,42.8
APU0000708111,2022,M06,2022 Jun,2.707,32.3
APU0000708111,2022,M07,2022 Jul,2.936,16.5
APU0000708111,2022,M08,2022 Aug,3.116,8.8
APU0000708111,2022,M09,2022 Sep,2.902,7.2
APU0000708111,2022,M10,2022 Oct,3.419,16.5
APU0000708111,2022,M11,2022 Nov,3.589,15.2
APU0000708111,2022,M12,2022 Dec,4.250,46.5
APU0000708111,2023,M01,2023 Jan,4.823,41.1
APU0000708111,2023,M02,2023 Feb,4.211,17.3
APU0000708111,2023,M03,2023 Mar,3.446,-18.9
APU0000708111,2023,M04,2023 Apr,3.270,-32.2
